,Title,PublishedDate,Views,Likes,Comments,Description,Month,Channel
125,Killed with Coffee | The Case of Mirna Salihin | The Coffeehouse Murder,2021-08-02,1443205,60951,5417,"True Crime: In January 2016, Mirna Salihin was deceptively killed with her own coffee. And although a long series of clues would eventually lead to her killer, who it was, was a surprise to most.

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

🎁 Support me on Patreon ➜ https://www.patreon.com/coffeehousecrime

☕ Coffeehouse Crime Facebook ➜ https://www.facebook.com/coffeehousecrime

🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​

📖 References ➜ 

🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.

00:00 Intro
00:53 Indonesia, Mirna Salihin
02:00 Australian Connections
03:43 Jessica Wongso's struggles
07:15 Rekindling a friendship
09:01 Vietnamese Coffee
11:05 Suspicious Activity
11:40 5:16pm, January 6th, 2016. 
13:37 A Long Trail Of Clues
18:52 Missing Evidence
20:04 Aftermath
22:04 Outro",Aug,Coffeehouse Crime
126,He Destroyed a Town in Revenge | The Case of Marvin Heemeyer (Killdozer),2021-07-26,2107561,60740,12754,"Marvin Heemeyer moved to Grand Lake to start up his dream business - But local companies along with the town's council allegedly stomped him down. Marvin wasn't going to allow that to happen, and he fought back in the most imaginative way possible...

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

🎁 Support me on Patreon ➜ https://www.patreon.com/coffeehousecrime

☕ Coffeehouse Crime Facebook ➜ https://www.facebook.com/coffeehousecrime

🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​

📖 References ➜ 

🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.

00:00 Intro
00:40 Grand Lake, Colorado
01:16 Marvin Heemeyer
02:07 Marvin's Muffler Shop and the Docheff's
04:12 Marvin's downfall
08:07 KILLDOZER
12:09 End of the road
12:40 The Aftermath
15:20 Different perspectives",Jul,Coffeehouse Crime
127,When Cheating Turns Into Murder | The Harrowing Case of Jayde Panayiotou,2021-07-19,1843119,60928,4460,"The case that outraged Port Elizabeth - Jayde's family were stunned to learn of her death. And when doubts were cast over her husband's intentions, a long trail of clues and a recorded sting operation would reveal the actions of a cruel and heartless man. 

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

🎁 Support me on Patreon ➜ https://www.patreon.com/coffeehousecrime

☕ Coffeehouse Crime Facebook ➜ https://www.facebook.com/coffeehousecrime

🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​

📖 References ➜ https://pastebin.com/SQitRica

🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.

00:00 Intro
00:54 South Africa
02:05 Chris Panayiotou & Jayde Inggs
03:50 A hidden affair
05:24 Marriage, A change in circumstances
09:20 21st April, 2015
13:00 The worst kind of plagiarism
13:50 A trail of clues
15:03 CCTV - Sting Operation
18:17 Revealing Chris' plan
20:49 Court Proceedings
23:24 Jayde Panayiotou
24:15 Costa Panayiotou
24:40 Outro",Jul,Coffeehouse Crime
128,The Killer Incel | The Delusional Case of Alek Minassian | Toronto Van Attack,2021-07-12,1786162,62293,10972,"In 2018, Alek Minassian became the killer incel of the Toronto Van Attack. Little did anyone know that his influence had come directly from a former friend, known only as Elliot Rodger, the supreme gentleman. 

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

🎁 Support me on Patreon ➜ https://www.patreon.com/coffeehousecrime

☕ Coffeehouse Crime Facebook ➜ https://www.facebook.com/coffeehousecrime

🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​

📖 References ➜ https://pastebin.com/kz4edQnj

🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

📼 The case of Elliot Rodger ➜ https://youtu.be/32I4uxAU8wQ

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.

00:00 Intro
00:56 Toronto
01:55 Alek Minassian's childhood
05:18 C23249161
06:27 A turn in tides
07:48 Elliot Rodger & Alek Minassian
10:06 A growing storm
11:05 23rd April, 2018
15:56 Alek's Bizarre Interrogation
19:59 The Aftermath
24:22 Outro",Jul,Coffeehouse Crime
129,The House Of Horror | The Strange Case of Pazuzu Algarad,2021-07-05,1943813,62325,8283,"Pazuzu Algarad was a man left to his own ideologies - As his world became more insular, his own fantasies became more real. His home became a place without law and order, and eventualy, that notion would deliver dire consequence. Today we look at the case of Pazuzu Algarad, and his house of horror. 

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

🎁 Support me on Patreon ➜ https://www.patreon.com/coffeehousecrime

☕ Coffeehouse Crime Facebook ➜ https://www.facebook.com/coffeehousecrime

🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​

🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.

00:00 Intro
00:50 San Fransisco to North Carolina
01:39 John Alexander Lawson
03:06 Pazuzu Algarad
06:49 The Wetzsler's
09:19 Tommy Welch
10:26 Smoke & Mirrors
14:12 A breakthrough
15:04 Pazuzu's House of Horror 
18:27 The Aftermath
21:25 Remnants 
22:16 Outro",Jul,Coffeehouse Crime
130,Japan's Dark Secret | The Disturbing Case Of Satoshi Uematsu | Sagamihara Massacre,2021-06-28,2047354,74843,5677,"Despite the warnings signs, Satoshi Uematsu would become one of Japan's most notorious criminals as the sole perpetrator to the Sagamihara Massacre in July 2016. And with his crime reflective of Japan's stigma towards people with disabilities, it would throw the country's perspective firmly in the spotlight.

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

🎁 Support me on Patreon ➜ https://www.patreon.com/coffeehousecrime

☕ Coffeehouse Crime Facebook ➜ https://www.facebook.com/coffeehousecrime

🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​

📖 References ➜ https://pastebin.com/4MLnLQe6

🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.

00:00 Intro
01:04 Context: Japan's Dark Secret
04:20 Satoshi Uematsu's Younger Years
06:28 Tattoos
07:13 Tsukui Lily Garden
08:41 Troubled Warning Signs
11:13 25th July, 2016
11:49 26th July, 2016
14:08 The Aftermath
18:26 Satoshi's Prosecution
20:35 Sagamihara's Nameless Ghosts
22:40 Announcement & Outro
23:31 Oops",Jun,Coffeehouse Crime
131,The Tragic Case of Warriena Wright,2021-06-21,1260656,45569,9446,"It was expected to be a casual Tinder date. But when the night took an unexpected turn towards disaster, all eyes were on her date Gable Tostee, who was left in a difficult position to explain what happened to Warriena Wright.

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

🎁 Support me on Patreon ➜ https://www.patreon.com/coffeehousecrime

☕ Coffeehouse Crime Facebook ➜ https://www.facebook.com/coffeehousecrime

🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​

📖 References ➜ https://pastebin.com/pa5t2dUU

🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

Disclaimer; this video reports on factual information to the best of its ability and does not imply or perpetuate any opinion. No bias to the verdict is intended to any person or character in this video. If you feel you are personally affected by this video, please contact me and I will respond to you with a correction, or video removal, as soon as possible. Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Jun,Coffeehouse Crime
132,YouTuber to Mass-Murderer | Randy Stair's Dark Fantasy World,2021-06-14,3372049,117533,15897,"Randy Stair became obsessed with a cartoon character, believing he would join her in the afterlife. But before Randy would leave Planet Earth, he decided to play with the fate of other people first.

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

🎁 Support me on Patreon ➜ https://www.patreon.com/coffeehousecrime

☕ Coffeehouse Crime Facebook ➜ https://www.facebook.com/coffeehousecrime

🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​

📖 References ➜ https://pastebin.com/e2q7E4rJ

🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.

00:00 Intro
01:05 Pennyslvania, and the Stair Family
02:38 Randy's YouTube Career
05:31 Randy's Obsession with Ember McLain
08:41 Ember's Ghost Squad, Pioneer's Productions
10:50 A Troubling Change In Personality
14:37 The Coin Flip of Fate
16:44 A Disturbing Trail of Clues
18:08 Randy's Final Videos
22:08 8th June, 2017
24:35 Randy's Aftermath
27:17 The Coffeehouse Verdict
28:54 Outro",Jun,Coffeehouse Crime
133,The House Party Killer | The Horrific Case of Tyler Hadley,2021-06-07,2139361,64004,6879,"True Crime: In the summer of 2011, a wild house party erupted in the sleepy city of Port St Lucie, disturbing neighbours all around. However, the word ""disturbing"" would be taken to a whole new level in a dramatic twist of events realised throughout the night...

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

🎁 Support me on Patreon ➜ https://www.patreon.com/coffeehousecrime

☕ Coffeehouse Crime Facebook ➜ https://www.facebook.com/coffeehousecrime

🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​

📖 References ➜ https://pastebin.com/C5gextP2

🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.

00:00 Intro
00:46 Port St Lucie
01:25 The Hadley Family
02:28 Tyler's Troubled Youth
05:52 April 2011
07:05 The Killer House Party
09:59 A Harrowing Twist
13:47 The Aftermath
16:35 Thoughts and Ghosts
18:39 Outro",Jun,Coffeehouse Crime
134,The Killer That Deformed His Own Face | The Disturbing Case of Tatsuya Ichihashi,2021-05-31,9794457,315638,19572,"Deforming his own face and hiding in abandoned bunkers... Many strange details followed Tatsuya Ichihashi and the death of a British worker named Lindsay Hawker, who was found dead inside his apartment in Tokyo Japan.

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

🎁 Support me on Patreon ➜ https://www.patreon.com/coffeehousecrime

☕ Coffeehouse Crime Facebook ➜ https://www.facebook.com/coffeehousecrime

🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​

📖 References ➜ https://pastebin.com/cSCkS5xk

🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",May,Coffeehouse Crime
135,The Road Trip of Death | The Case of Kam Mcleod and Bryer Schmegelsky,2021-05-24,1861324,62638,4021,"True Crime: A series of strange deaths and events along the highways of British Columbia caused national panic in 2019. And all clues would eventually connect to two men... but at all costs, they wouldn't allow themselves to get caught.

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

🎁 Support me on Patreon ➜ https://www.patreon.com/coffeehousecrime

☕ Coffeehouse Crime Facebook ➜ https://www.facebook.com/coffeehousecrime

🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​

📖 References ➜ https://pastebin.com/7m5tp4C9

🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

📝 Script Enhancement by Andrea Jacobsen ➜ http://bit.ly/andreajacobsen

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",May,Coffeehouse Crime
136,Betrayed And Murdered By A Best Friend | The Solved Case of Stephen McAfee,2021-05-17,1969234,61064,4241,"True Crime: Stephen McAfee was a young man who vanished in the middle of the night from his family home in March 2016. A year later his remains were discovered, the mystery turning into a tragedy - And his old best friend Andrew Fiacco, would reveal it all. 

🎁 Support me on Patreon ➜ https://www.patreon.com/coffeehousecrime

☕ Coffeehouse Crime Facebook ➜ https://www.facebook.com/coffeehousecrime

🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​

📖 References ➜ https://pastebin.com/fnwBedi9

🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.

00:00 Intro
00:51 Stephen McAfee & Macomb Township
02:59 March 9th, 2016
04:37 Searching for Stephen
07:32 Unravelling Andrew's secret
11:50 Finding Stephen
14:04 The aftermath
17:37 The Coffeehouse Verdict
19:34 Outro",May,Coffeehouse Crime
137,The Killer Virgin | The Delusional Case of Elliot Rodger,2021-05-10,4567994,149345,45354,"True Crime: Elliot Rodger was a narcissist, resentful at his failiure to lose his virginity. And as his delusions on women and the world continued to worsen into adulthood, he decided that the only way he could exact revenge, was through total anarchy. We're looking into the videos of Elliot Rodger, the warning signs, and ultimately, the plan that lead to the tragic loss of his six victims.

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

🎁 Support me on Patreon ➜ https://www.patreon.com/coffeehousecrime

☕ Coffeehouse Crime Facebook ➜ https://www.facebook.com/coffeehousecrime

🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​

📖 References ➜ https://pastebin.com/ase3Nmhb

🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.

00:00 Intro
01:01 Elliot's History
06:00 Moving to Isla Vista
11:45 Elliot Rodger's Videos
16:58 Elliot's Plan
21:00 May the 23rd, 2014
23:17 The aftermath
26:44 Outro + Announcement",May,Coffeehouse Crime
138,Turtle Island's Dark Secret: The Case of Hannah Witheridge and David Miller,2021-05-03,1162472,39336,3028,"True Crime: In September of 2014, Hannah Witheridge and David Miller were found on Koh Tao's famous Sairee beach, dead. With tourism critical to Thailand's economy, police were extremely keen to catch the culrpit - But is the island holding more than one secret? 

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

🎁 Support me on Patreon ➜ https://www.patreon.com/coffeehousecrime

☕ Coffeehouse Crime Facebook ➜ https://www.facebook.com/coffeehousecrime

🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​

📖 References ➜ https://pastebin.com/HNYLVMvg

🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.

00:00 Intro
00:57 Koh Tao, Thailand
02:36 Hannah Witheridge & David Miller
07:11 September 15, 2014
09:26 The Aftermath
11:04 Wai Phyo & Zaw Lin
13:19 Conflictions & Complications
15:58 A Controversial Outcome
17:35 Remembering Hannah, David & Laura
18:49 Outro",May,Coffeehouse Crime
139,The Doomsday Couple: The Unbelievable Case of Lori Vallow And Chad Daybell,2021-04-26,2069416,57777,5330,"True Crime: Tylee Ryan and JJ Vallow disappeared shortly after the strange deaths of Charles Vallow and Tammy Daybell. The widowed Lori Vallow and Chad Daybell would then marry, obsessed with Doomsday… Are they to blame for the multiple tragedies witnessed around them?

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

🎁 Support me on Patreon ➜ https://www.patreon.com/coffeehousecrime

☕ Coffeehouse Crime Facebook ➜ https://www.facebook.com/coffeehousecrime

🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​

📖 References ➜ https://pastebin.com/D8wZYdfX

🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.

00:00 Intro
00:39 Lori Vallow's history
02:48 Charles Vallow
03:39 The Vallow family
05:15 Meeting Chad Daybell
08:40 2019
09:20 The warning signs
11:26 The death of Charles Vallow
14:55 The disappearance of Tylee and J.J
17:47 The death of Tammy Daybell
19:10 The newly married couple
22:43 Finding Tylee and J.J
24:25 Tracing a ghost's footsteps
25:33 The Coffeehouse Verdict (Opinion)
26:58 Outro + Thank you",Apr,Coffeehouse Crime
140,He sought REVENGE on a studio with Murder... | The Case of Shinji Aoba,2021-04-19,3804522,125182,10240,"True Crime: On the morning of Thursday the 18th July 2019, an enraged Shinji Aoba would walk through the doors of Kyoto Animation's Studio 1 building. His following actions would kill 36 people, injure an additional 33, and bring a nation to it's knees. Today it is remembered as one of the deadliest massacres in Japan since the end of World War 2. But who is Shinji Aoba, and what was his motive? 

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

🎁 Support me on Patreon ➜ https://www.patreon.com/coffeehousecrime

☕ Coffeehouse Crime Facebook ➜ https://www.facebook.com/coffeehousecrime

🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​

📖 References ➜ https://pastebin.com/qitbehhC

🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.

00:00 Intro
00:49 Japan
01:57 Kyoto Animation
03:26 Shinji Aoba & Kyoto Animation
07:50 Shinji's Wrath
10:02 Thursday 18th July, 2019
12:45 The aftermath
16:19 Rebuilding Kyoto Animation",Apr,Coffeehouse Crime
141,Suspect On The Run: The Unfolding Tragic Case of Toyah Cordingley,2021-04-09,954553,32100,2599,"True Crime: On October 21st 2018, Toyah Cordingley disappeared while walking on Wangetti Beach, a quiet beach in the Australian paradise of Cairns. As her partner and parents grew worried, they would search for her overnight. What they would discover the next morning, would be nothing short of devestating. And what police would discover the months following, would be a man with more than  strange circumstances to the case, trying his best to stay hidden. 


🔴 Subscribe for more True Crime and Mystery cases! ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

☕ Join the Coffeehouse Crime facebook page ➜ https://www.facebook.com/coffeehousecrime

🌎 Check out the Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​

📖 References ➜ https://pastebin.com/Rp2Gyd8Y

🎵 Used music ➜ Coffeehouse Crime FM: https://bit.ly/3n7Jv3y​​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me.

00:00 Intro
00:51 Toyah Cordingley
02:41 October 21st, 2018
04:20 Toyah's Disappearance
06:30 A Devestating Discovery
08:25 Hunting A Killer
11:27 Rajwinder Singh...
14:13 International Complications
16:59 Toyah's Legacy
17:57 Outro",Apr,Coffeehouse Crime
142,The Killer Grandma | The Shocking Case of Cynthia Cdebaca,2021-04-06,1340585,48021,4621,"True Crime: Cynthia Cdebaca was a loving grandmother who would stay in her ""Granny flat"" above Laura & Geoward Geoward Estaquio's garage, but in 2014 she would snap. And her victim, would be her own son-in-law. 

🔴 Subscribe for more True Crime and Mystery cases! ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

☕ Join the Coffeehouse Crime facebook page ➜ https://www.facebook.com/coffeehousecrime

🌎 Check out the Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​

📖 References ➜ https://pastebin.com/uJCgi8bJ

🎵 Used music ➜ Coffeehouse Crime FM: https://bit.ly/3n7Jv3y​​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me.

00:00 Intro
00:45 The Cdebaca-Estaquio family
02:25 An underlying tension
03:45 February 11, 2014
06:05 The Confession
08:51 The Aftermath
11:26 Coffeehouse Conclusion",Apr,Coffeehouse Crime
143,The Chilling Case of Karabo Mokoena,2021-04-02,2660745,69787,7659,"True Crime: This is the chilling story of Karabo Mokoena and Sandile Mantsoe. Karabo was an advocate for women's rights, but in April 2017 she would find herself trapped in the very evil she had been campaigning against. Sandile Mantsoe was a forex trader, and supposedly rich, but to add to his list of damning characteristics, Sandile was actually in debt by the tens of thousands. He was coined as ""The Devil in disguise"" by a judge in his trial. 

🔴 Subscribe for more True Crime and Mystery cases! ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

☕ Join the Coffeehouse Crime facebook page ➜ https://www.facebook.com/coffeehousecrime

🌎 Check out the Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap

📖 References ➜ https://pastebin.com/ry0wLxci

🎵 Used music ➜ Coffeehouse Crime FM: https://bit.ly/3n7Jv3y​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me.

00:00 Intro
00:45 Johannesburg
01:21 Karabo Mokoena
03:11 Sandile Mantsoe
05:16 The rise and fall of Karabo & Sandile
08:16 April 2017...
10:39 The aftermath
15:04 Sandile's arrest and trial
21:10 Reflections
21:57 Outro",Apr,Coffeehouse Crime
144,The YouTuber That Became a Killer - The Insane Case of Trey Sesler (Mr. Anime),2021-03-26,1898339,60900,3395,"This true crime case looks at YouTuber Trey Sesler, also known as Mr Anime. Trey Sesler was one of the founding YouTubers in his genre, but following his growth, subscribers saw Mr Anime become less coherent, more turbulent. How it would end though, was not something anyone would ever expect.

This case looks at the donward spiral Trey Sesler took into annihilating his own family. 

🔴 Subscribe for more True Crime and Mystery cases! ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

☕ Join the Coffeehouse Crime facebook page ➜ https://www.facebook.com/coffeehousecrime

🌎 Check out the Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap

📖 References ➜ https://pastebin.com/f4j1cYLz

🎵 Used music ➜ Coffeehouse Crime FM: https://bit.ly/3n7Jv3y​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me.

00:00 Intro
00:50 Who is Trey Sesler?
02:48 The Rise of YouTuber Trey Sesler
06:24 The warning Signs
09:32 March 2012
10:15 The Fall of YouTuber Trey Sesler
12:36 Trey's Confessions
15:17 Outro",Mar,Coffeehouse Crime
145,Murdered in a Jungle? | The Case of Kris Kremers and Lisanne Froon,2021-03-20,919715,31406,5448,"This scary unsolved mystery looks at Kris Kremers and Lisanne Froon, two girls who disappeared in Panama's jungle. Police found over 100 photos from their camera revealing their final moments, but still no one can explain what happened.

On April 1st, 2014, Kris Kremers and Lisanne Froon disappeared in the jungle of Panama. Despite several search operations, they remained missing for several weeks. It wasn't long before locals began to stumble on strange clues in the area where they vanished, including a camera containing hundreds of disturbing photos that can't be explained, and their mobile phones. Today I review the photos and data left behind, as well as show a newly leaked image. Was this an accident, or something more? Share your thoughts below.

🔴 Subscribe for more True Crime and Mystery cases! ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

☕ Join the Coffeehouse Crime facebook page ➜ https://www.facebook.com/coffeehousecrime

🌎 Check out the Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap

📖 References ➜ 

🎵 Used music ➜ Coffeehouse Crime FM: https://bit.ly/3n7Jv3y​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me.",Mar,Coffeehouse Crime
146,How a Soda Can Solved A 40 Year Old Cold Case | The Story of Sylvia Quayle,2021-03-17,977743,40775,1327,"True crime. DNA on a discarded Vanilla Coke can, along with some creative investigation would lead to an arrest over a 40 year old Colorado cold case to the death of Sylvia Quayle. David Dwayne Anderson, 62, of Cozad Nebraska, was arrested in February 2021 following the DNA match. Investigators used a creative new way of tracking the suspect, with a combination of cutting edge DNA technology and internet databasing.

🔴 Subscribe for more True Crime and Mystery cases! ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1

☕ Join the Coffeehouse Crime facebook page ➜ https://www.facebook.com/coffeehousecrime

🌎 Check out the Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap

📖 References ➜ https://pastebin.com/wvuxQzXE

🎵 Used music ➜ Coffeehouse Crime FM: https://bit.ly/3n7Jv3y​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me.",Mar,Coffeehouse Crime
